Wavelength (nm),Absorbance
959.0,0.233
960.0,0.231
961.0,0.228
962.0,0.225
963.0,0.223
964.0,0.220
965.0,0.218
966.0,0.216
967.0,0.214
968.0,0.212
969.0,0.209
970.0,0.207
971.0,0.206
972.0,0.204
973.0,0.202
974.0,0.200
975.0,0.198
976.0,0.195
977.0,0.193
978.0,0.191
979.0,0.190
980.0,0.188
981.0,0.186
982.0,0.184
983.0,0.182
984.0,0.180
985.0,0.179
986.0,0.177
987.0,0.175
988.0,0.174
989.0,0.173
990.0,0.171
991.0,0.169
992.0,0.168
993.0,0.166
994.0,0.165
995.0,0.164
996.0,0.162
997.0,0.161
998.0,0.160
999.0,0.158
1000.0,0.157
1001.0,0.156
1002.0,0.155
1003.0,0.153
1004.0,0.152
1005.0,0.151
1006.0,0.150
1007.0,0.149
1008.0,0.148
1009.0,0.147
1010.0,0.146
1011.0,0.145
1012.0,0.144
1013.0,0.142
1014.0,0.141
1015.0,0.140
1016.0,0.140
1017.0,0.138
1018.0,0.137
1019.0,0.136
1020.0,0.136
1021.0,0.135
1022.0,0.134
1023.0,0.133
1024.0,0.132
1025.0,0.131
1026.0,0.131
1027.0,0.130
1028.0,0.129
1029.0,0.128
1030.0,0.127
1031.0,0.127
1032.0,0.126
1033.0,0.125
1034.0,0.124
1035.0,0.124
1036.0,0.123
1037.0,0.122
1038.0,0.122
1039.0,0.121
1040.0,0.120
1041.0,0.120
1042.0,0.119
1043.0,0.119
1044.0,0.118
1045.0,0.117
1046.0,0.117
1047.0,0.116
1048.0,0.116
1049.0,0.115
1050.0,0.115
1051.0,0.114
1052.0,0.114
1053.0,0.113
1054.0,0.112
1055.0,0.112
1056.0,0.111
1057.0,0.111
1058.0,0.110
1059.0,0.110
1060.0,0.109
1061.0,0.109
1062.0,0.108
1063.0,0.108
1064.0,0.107
1065.0,0.107
1066.0,0.107
1067.0,0.106
1068.0,0.106
1069.0,0.105
1070.0,0.105
1071.0,0.104
1072.0,0.104
1073.0,0.103
1074.0,0.103
1075.0,0.103
1076.0,0.102
1077.0,0.102
1078.0,0.102
1079.0,0.101
1080.0,0.101
1081.0,0.100
1082.0,0.099
1083.0,0.099
1084.0,0.099
1085.0,0.099
1086.0,0.098
1087.0,0.098
1088.0,0.098
1089.0,0.097
1090.0,0.097
1091.0,0.096
1092.0,0.096
1093.0,0.096
1094.0,0.095
1095.0,0.095
1096.0,0.095
1097.0,0.095
1098.0,0.094
1099.0,0.094
1100.0,0.094
1101.0,0.093
1102.0,0.093
1103.0,0.092
1104.0,0.092
1105.0,0.092
1106.0,0.091
1107.0,0.091
1108.0,0.091
1109.0,0.090
1110.0,0.090
1111.0,0.090
1112.0,0.090
1113.0,0.090
1114.0,0.089
1115.0,0.089
1116.0,0.089
1117.0,0.088
1118.0,0.088
1119.0,0.088
1120.0,0.087
1121.0,0.087
1122.0,0.087
1123.0,0.086
1124.0,0.086
1125.0,0.086
1126.0,0.085
1127.0,0.085
1128.0,0.085
1129.0,0.085
1130.0,0.084
1131.0,0.084
1132.0,0.084
1133.0,0.083
1134.0,0.083
1135.0,0.083
1136.0,0.082
1137.0,0.082
1138.0,0.082
1139.0,0.082
1140.0,0.081
1141.0,0.081
1142.0,0.081
1143.0,0.080
1144.0,0.080
1145.0,0.080
1146.0,0.080
1147.0,0.080
1148.0,0.080
1149.0,0.080
1150.0,0.080
1151.0,0.080
1152.0,0.080
1153.0,0.080
1154.0,0.080
1155.0,0.080
1156.0,0.080
1157.0,0.080
1158.0,0.080
1159.0,0.080
1160.0,0.080
1161.0,0.080
1162.0,0.079
1163.0,0.079
1164.0,0.079
1165.0,0.079
1166.0,0.079
1167.0,0.078
1168.0,0.078
1169.0,0.078
1170.0,0.078
1171.0,0.078
1172.0,0.078
1173.0,0.078
1174.0,0.078
1175.0,0.077
1176.0,0.077
1177.0,0.077
1178.0,0.077
1179.0,0.076
1180.0,0.077
1181.0,0.076
1182.0,0.076
1183.0,0.075
1184.0,0.075
1185.0,0.074
1186.0,0.074
1187.0,0.074
1188.0,0.075
1189.0,0.074
1190.0,0.074
1191.0,0.073
1192.0,0.073
1193.0,0.073
1194.0,0.073
1195.0,0.073
1196.0,0.073
1197.0,0.073
1198.0,0.072
1199.0,0.072
1200.0,0.071
1201.0,0.071
1202.0,0.071
1203.0,0.071
1204.0,0.071
1205.0,0.070
1206.0,0.071
1207.0,0.070
1208.0,0.070
1209.0,0.069
1210.0,0.069
1211.0,0.069
1212.0,0.069
1213.0,0.069
1214.0,0.069
1215.0,0.068
1216.0,0.068
1217.0,0.068
1218.0,0.068
1219.0,0.067
1220.0,0.067
1221.0,0.067
1222.0,0.066
1223.0,0.066
1224.0,0.066
1225.0,0.066
1226.0,0.066
1227.0,0.065
1228.0,0.065
1229.0,0.065
1230.0,0.064
1231.0,0.064
1232.0,0.064
1233.0,0.064
1234.0,0.063
1235.0,0.063
1236.0,0.063
1237.0,0.063
1238.0,0.063
1239.0,0.063
1240.0,0.062
1241.0,0.062
1242.0,0.062
1243.0,0.061
1244.0,0.061
1245.0,0.060
1246.0,0.060
1247.0,0.060
1248.0,0.060
1249.0,0.060
1250.0,0.060
1251.0,0.059
1252.0,0.059
1253.0,0.059
1254.0,0.059
1255.0,0.059
1256.0,0.059
1257.0,0.058
1258.0,0.058
1259.0,0.058
1260.0,0.058
1261.0,0.058
1262.0,0.057
1263.0,0.057
1264.0,0.056
1265.0,0.056
1266.0,0.056
1267.0,0.055
1268.0,0.056
1269.0,0.055
1270.0,0.055
1271.0,0.055
1272.0,0.055
1273.0,0.055
1274.0,0.054
1275.0,0.054
1276.0,0.054
1277.0,0.053
1278.0,0.053
1279.0,0.053
1280.0,0.053
1281.0,0.053
1282.0,0.054
1283.0,0.053
1284.0,0.053
1285.0,0.052
1286.0,0.052
1287.0,0.051
1288.0,0.051
1289.0,0.052
1290.0,0.052
1291.0,0.051
1292.0,0.051
1293.0,0.050
1294.0,0.050
1295.0,0.050
1296.0,0.050
1297.0,0.049
1298.0,0.049
1299.0,0.049
1300.0,0.049
